iter	Passed	Remaining
1665	164139	36749
1666	164236	36650
1667	164288	36541
1668	164344	36433
1669	164390	36323
1670	164499	36227
1671	164572	36123
1672	164642	36018
1673	164752	35922
1674	164823	35818
1675	164920	35719
1676	164989	35614
1677	165047	35507
1678	165096	35398
1679	165194	35300
1680	165291	35201
1681	165358	35096
1682	165451	34997
1683	165527	34894
1684	165616	34794
1685	165695	34691
1686	165776	34589
1687	165846	34485
1688	165917	34382
1689	165998	34280
1690	166094	34181
1691	166191	34082
1692	166272	33981
1693	166385	33886
1694	166486	33788
1695	166595	33692
1696	166675	33590
1697	166769	33491
1698	166872	33394
1699	166931	33288
1700	167006	33185
1701	167094	33085
1702	167174	32983
1703	167242	32879
1704	167289	32771
1705	167373	32670
1706	167483	32574
1707	167555	32471
1708	167660	32374
1709	167771	32278
1710	167860	32178
1711	167971	32083
1712	168071	31985
1713	168145	31882
1714	168258	31787
1715	168343	31687
1716	168426	31586
1717	168522	31487
1718	168603	31386
1719	168712	31290
1720	168776	31185
1721	168839	31081
1722	168914	30979
1723	168995	30878
1724	169093	30779
1725	169176	30679
1726	169244	30575
1727	169349	30479
1728	169448	30381
1729	169545	30283
1730	169640	30184
1731	169695	30078
1732	169766	29976
1733	169863	29877
1734	169928	29774
1735	169995	29670
1736	170088	29572
1737	170167	29470
1738	170237	29368
1739	170326	29268
1740	170395	29165
1741	170457	29061
1742	170527	28959
1743	170602	28857
1744	170694	28758
1745	170810	28664
1746	170925	28569
1747	171029	28472
1748	171139	28376
1749	171210	28274
1750	171308	28176
1751	171364	28071
1752	171449	27971
1753	171519	27869
1754	171602	27769
1755	171672	27667
1756	171763	27568
1757	171847	27468
1758	171916	27365
1759	171971	27261
1760	172029	27157
1761	172128	27059
1762	172199	26958
1763	172258	26854
1764	172375	26759
1765	172481	26663
1766	172551	26561
1767	172653	26464
1768	172760	26368
1769	172874	26273
1770	172981	26176
1771	173086	26080
1772	173206	25985
1773	173289	25886
1774	173382	25787
1775	173477	25689
1776	173587	25593
1777	173671	25493
1778	173741	25392
1779	173829	25293
1780	173929	25195
1781	174033	25099
1782	174129	25001
1783	174215	24901
1784	174326	24806
1785	174395	24704
1786	174450	24600
1787	174563	24505
1788	174647	24405
1789	174702	24302
1790	174773	24200
1791	174839	24098
1792	174952	24003
1793	175060	23907
1794	175136	23806
1795	175227	23708
1796	175331	23611
1797	175410	23511
1798	175468	23408
1799	175558	23310
1800	175644	23211
1801	175714	23110
1802	175800	23011
1803	175900	22913
1804	175981	22814
1805	176053	22713
1806	176148	22615
1807	176227	22515
1808	176281	22412
1809	176336	22309
1810	176402	22208
1811	176470	22107
1812	176562	22009
1813	176632	21908
1814	176723	21810
1815	176832	21714
1816	176905	21614
1817	176978	21513
1818	177054	21414
1819	177163	21318
1820	177243	21218
1821	177327	21119
1822	177430	21023
1823	177502	20922
1824	177585	20823
1825	177697	20728
1826	177781	20629
1827	177850	20528
1828	177919	20428
1829	177987	20327
1830	178068	20228
1831	178121	20126
1832	178190	20025
1833	178268	19926
1834	178329	19825
1835	178432	19728
1836	178513	19629
1837	178628	19534
1838	178706	19435
1839	178796	19337
1840	178870	19237
1841	178930	19136
1842	179015	19037
1843	179091	18938
1844	179142	18836
1845	179213	18736
1846	179272	18635
1847	179361	18537
1848	179466	18441
1849	179526	18340
1850	179609	18242
1851	179721	18146
1852	179815	18049
1853	179873	17948
1854	179944	17848
1855	180029	17750
1856	180107	17651
1857	180197	17554
1858	180266	17454
1859	180322	17353
1860	180378	17252
1861	180441	17152
1862	180513	17053
1863	180601	16955
1864	180672	16856
1865	180784	16760
1866	180852	16661
1867	180914	16561
1868	180971	16460
1869	181056	16362
1870	181116	16262
1871	181166	16161
1872	181248	16063
1873	181308	15963
1874	181375	15864
1875	181433	15764
1876	181534	15667
1877	181608	15569
1878	181685	15470
1879	181762	15372
1880	181856	15275
1881	181934	15177
1882	182034	15080
1883	182138	14984
1884	182216	14886
1885	182297	14788
1886	182399	14692
1887	182456	14592
1888	182538	14494
1889	182652	14399
1890	182762	14303
1891	182821	14204
1892	182929	14108
1893	183024	14011
1894	183114	13914
1895	183219	13818
1896	183306	13721
1897	183394	13624
1898	183487	13527
1899	183569	13429
1900	183643	13331
1901	183747	13235
1902	183822	13137
1903	183878	13037
1904	183954	12939
1905	184011	12840
1906	184086	12742
1907	184191	12646
1908	184249	12547
1909	184325	12449
1910	184386	12350
1911	184443	12251
1912	184495	12151
1913	184612	12056
1914	184717	11960
1915	184790	11862
1916	184886	11766
1917	184968	11669
1918	185064	11572
1919	185175	11477
1920	185282	11381
1921	185399	11286
1922	185506	11190
1923	185587	11092
1924	185677	10995
1925	185745	10897
1926	185821	10800
1927	185917	10703
1928	186010	10607
1929	186086	10509
1930	186165	10412
1931	186276	10316
1932	186351	10218
1933	186463	10123
1934	186541	10025
1935	186607	9927
1936	186706	9831
1937	186787	9734
1938	186878	9637
1939	186991	9542
1940	187055	9444
1941	187151	9347
1942	187249	9251
1943	187332	9154
1944	187411	9057
1945	187476	8959
1946	187540	8861
1947	187652	8766
1948	187755	8670
1949	187868	8574
1950	187917	8476
1951	188007	8379
1952	188060	8281
1953	188143	8184
1954	188232	8087
1955	188289	7989
1956	188367	7892
1957	188449	7795
1958	188509	7698
1959	188584	7601
1960	188652	7503
1961	188734	7407
1962	188790	7309
1963	188899	7213
1964	188962	7116
1965	189033	7019
1966	189111	6922
1967	189202	6825
1968	189249	6728
1969	189304	6630
1970	189364	6533
1971	189420	6435
1972	189530	6340
1973	189633	6244
1974	189745	6148
1975	189795	6051
1976	189853	5953
1977	189940	5857
1978	190027	5761
1979	190114	5665
1980	190167	5567
1981	190232	5470
1982	190301	5374
1983	190362	5277
1984	190454	5181
1985	190564	5085
1986	190638	4989
1987	190699	4892
1988	190796	4796
1989	190853	4699
1990	190910	4602
1991	191003	4506
1992	191075	4410
1993	191165	4314
1994	191268	4218
1995	191370	4122
1996	191442	4026
1997	191490	3929
1998	191573	3833
1999	191630	3736
2000	191692	3640
2001	191761	3544
2002	191858	3448
2003	191958	3352
2004	192047	3256
2005	192121	3160
2006	192201	3064
2007	192312	2968
2008	192387	2872
2009	192491	2777
2010	192563	2681
2011	192670	2585
2012	192785	2490
2013	192845	2393
2014	192938	2298
2015	193018	2202
2016	193111	2106
2017	193181	2010
2018	193259	1914
2019	193346	1818
2020	193455	1723
2021	193524	1627
2022	193590	1531
2023	193653	1435
2024	193744	1339
2025	193813	1243
2026	193924	1148
2027	194012	1052
2028	194092	956
2029	194185	860
2030	194271	765
2031	194324	669
2032	194389	573
2033	194445	477
2034	194506	382
2035	194592	286
2036	194688	191
2037	194766	95
2038	194828	0
